acquisition,band,gain,offset,reference,fit_quality,n_targets,n_points,excluded_reason,note,resid_max,pre_rms,fit_x_min,fit_x_max,acq_spine_p50,ref_spine_p50,nir_floor_water_p1,fit_method,fit_targets,source,source_group,gsd_cm,native_file
2015n,R,0.902209,57.560888,2020s,24.479964,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015n band R onto 2020s. Spine RMS residual 24.5 DN vs 51.9 DN uncorrected. VALID OVER DN [48, 185] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",39.456896,51.924625,48.0,185.0,136.0,160.0,33,ols,neg_parking+school_k12,NAIP (acquired 2015-08-07),naip,100.0,2015_naip_1m_rgbi.tif
2015n,G,1.098776,20.093247,2020s,25.968364,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015n band G onto 2020s. Spine RMS residual 26.0 DN vs 42.2 DN uncorrected. VALID OVER DN [68, 187] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",38.724359,42.221637,68.0,187.0,138.5,153.5,33,ols,neg_parking+school_k12,NAIP (acquired 2015-08-07),naip,100.0,2015_naip_1m_rgbi.tif
2015n,B,1.544891,-51.290876,2020s,16.367831,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015n band B onto 2020s. Spine RMS residual 16.4 DN vs 32.2 DN uncorrected. VALID OVER DN [82, 181] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",30.544891,32.181775,82.0,181.0,130.0,139.5,33,ols,neg_parking+school_k12,NAIP (acquired 2015-08-07),naip,100.0,2015_naip_1m_rgbi.tif
2015n,N,,,2019s,,0,0,"LIFTED NIR BLACK POINT (IMAGERY_FACTS §12): dark-target p1 = 33 DN over open water vs <= 20 DN on the healthy 4-band years. Traced to the delivery, not our export path. A hardscape-spine gain/offset is fitted on bright ground and cannot be extrapolated to a dark-end haze lift, so NO coefficient is emitted — emitting one would pretend the floor was fixed. Within-band structure and vegetation LOCATION stay honest; absolute NDVI does not.",REFUSED - relative use only,,,,,128.5,101.0,33,ols,neg_parking+school_k12,NAIP (acquired 2015-08-07),naip,100.0,2015_naip_1m_rgbi.tif
2015s,R,0.914322,70.848462,2020s,21.323759,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015s band R onto 2020s. Spine RMS residual 21.3 DN vs 65.4 DN uncorrected. VALID OVER DN [34, 168] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",33.064581,65.411518,34.0,168.0,118.5,160.0,,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2015-08-07)",snoh,30.5,2015_snoh_1ft_rgb.tif
2015s,G,0.992266,52.532869,2020s,22.753774,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015s band G onto 2020s. Spine RMS residual 22.8 DN vs 56.5 DN uncorrected. VALID OVER DN [44, 171] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",36.807425,56.456473,44.0,171.0,121.0,153.5,,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2015-08-07)",snoh,30.5,2015_snoh_1ft_rgb.tif
2015s,B,1.324946,-2.160525,2020s,14.432556,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2015s band B onto 2020s. Spine RMS residual 14.4 DN vs 40.1 DN uncorrected. VALID OVER DN [56, 169] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",27.233406,40.128959,56.0,169.0,117.0,139.5,,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2015-08-07)",snoh,30.5,2015_snoh_1ft_rgb.tif
2016,R,0.651349,82.746756,2020s,28.568167,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2016 band R onto 2020s. Spine RMS residual 28.6 DN vs 52.4 DN uncorrected. VALID OVER DN [29, 206] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",47.962537,52.424549,29.0,206.0,159.5,160.0,7,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 2016, county 1-ft delivery)",snoh,30.5,2016_snoh_1ft_rgbi.tif
2016,G,0.768180,59.706303,2020s,29.984533,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2016 band G onto 2020s. Spine RMS residual 30.0 DN vs 43.6 DN uncorrected. VALID OVER DN [45, 202] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",47.310567,43.577517,45.0,202.0,155.5,153.5,7,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 2016, county 1-ft delivery)",snoh,30.5,2016_snoh_1ft_rgbi.tif
2016,B,1.189934,-16.210936,2020s,21.156691,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2016 band B onto 2020s. Spine RMS residual 21.2 DN vs 25.0 DN uncorrected. VALID OVER DN [70, 193] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",40.899343,25.026652,70.0,193.0,146.0,139.5,7,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 2016, county 1-ft delivery)",snoh,30.5,2016_snoh_1ft_rgbi.tif
2016,N,0.823170,-2.686884,2019s,28.411967,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2016 band N onto 2019s. Spine RMS residual 28.4 DN vs 41.5 DN uncorrected. VALID OVER DN [20, 215] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",52.904455,41.494980,20.0,215.0,169.5,101.0,7,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 2016, county 1-ft delivery)",snoh,30.5,2016_snoh_1ft_rgbi.tif
2017,R,0.848612,47.764652,2020s,18.337133,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017 band R onto 2020s. Spine RMS residual 18.3 DN vs 33.2 DN uncorrected. VALID OVER DN [65, 215] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",28.681103,33.188854,65.0,215.0,152.5,160.0,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2017_coe_rgb.tif
2017,G,0.896276,42.221322,2020s,18.846608,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017 band G onto 2020s. Spine RMS residual 18.8 DN vs 34.4 DN uncorrected. VALID OVER DN [57, 206] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",30.728213,34.421408,57.0,206.0,144.0,153.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2017_coe_rgb.tif
2017,B,1.089865,12.493472,2020s,9.528246,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017 band B onto 2020s. Spine RMS residual 9.5 DN vs 26.0 DN uncorrected. VALID OVER DN [51, 193] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",14.240992,25.967929,51.0,193.0,127.5,139.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2017_coe_rgb.tif
2017n,R,0.834603,50.597870,2020s,16.955285,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017n band R onto 2020s. Spine RMS residual 17.0 DN vs 33.6 DN uncorrected. VALID OVER DN [55, 210] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",27.607725,33.568338,55.0,210.0,153.0,160.0,3,ols,neg_parking+school_k12,NAIP (acquired 2017-08-15/21),naip,100.0,2017_naip_1m_rgbi.tif
2017n,G,0.984660,22.367947,2020s,19.836602,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017n band G onto 2020s. Spine RMS residual 19.8 DN vs 28.3 DN uncorrected. VALID OVER DN [74, 207] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",31.859248,28.298999,74.0,207.0,148.5,153.5,3,ols,neg_parking+school_k12,NAIP (acquired 2017-08-15/21),naip,100.0,2017_naip_1m_rgbi.tif
2017n,B,1.213721,-17.066042,2020s,13.577854,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017n band B onto 2020s. Spine RMS residual 13.6 DN vs 20.8 DN uncorrected. VALID OVER DN [78, 199] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",25.358837,20.792627,78.0,199.0,131.5,139.5,3,ols,neg_parking+school_k12,NAIP (acquired 2017-08-15/21),naip,100.0,2017_naip_1m_rgbi.tif
2017n,N,1.365858,-81.232322,2019s,16.525836,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017n band N onto 2019s. Spine RMS residual 16.5 DN vs 39.6 DN uncorrected. VALID OVER DN [71, 205] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",36.621953,39.646353,71.0,205.0,143.0,101.0,3,ols,neg_parking+school_k12,NAIP (acquired 2017-08-15/21),naip,100.0,2017_naip_1m_rgbi.tif
2017s,R,1.025948,35.460150,2020s,16.876618,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017s band R onto 2020s. Spine RMS residual 16.9 DN vs 42.4 DN uncorrected. VALID OVER DN [64, 192] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",27.781438,42.361539,64.0,192.0,134.5,160.0,3,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2017-08-15/21)",snoh,30.5,2017_snoh_1ft_rgbi.tif
2017s,G,1.130010,11.491989,2020s,19.050300,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017s band G onto 2020s. Spine RMS residual 19.1 DN vs 35.2 DN uncorrected. VALID OVER DN [76, 194] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",29.977202,35.208900,76.0,194.0,134.5,153.5,3,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2017-08-15/21)",snoh,30.5,2017_snoh_1ft_rgbi.tif
2017s,B,1.401991,-38.464857,2020s,13.482083,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017s band B onto 2020s. Spine RMS residual 13.5 DN vs 26.1 DN uncorrected. VALID OVER DN [84, 188] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",23.215931,26.127891,84.0,188.0,126.5,139.5,3,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2017-08-15/21)",snoh,30.5,2017_snoh_1ft_rgbi.tif
2017s,N,1.566035,-117.603337,2019s,17.808656,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2017s band N onto 2019s. Spine RMS residual 17.8 DN vs 47.7 DN uncorrected. VALID OVER DN [82, 200] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",39.037730,47.731890,82.0,200.0,151.0,101.0,3,ols,neg_parking+school_k12,"Snohomish Co. (HXIP, acquired 2017-08-15/21)",snoh,30.5,2017_snoh_1ft_rgbi.tif
2018s,R,0.681237,77.320537,2020s,24.783946,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2018s band R onto 2020s. Spine RMS residual 24.8 DN vs 47.9 DN uncorrected. VALID OVER DN [43, 231] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",43.230988,47.935721,43.0,231.0,147.5,160.0,10,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 6-in, acquired 2018-08-07)",snoh,15.2,2018_snoh_6in_rgbi.tif
2018s,G,0.758723,58.330655,2020s,25.799387,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2018s band G onto 2020s. Spine RMS residual 25.8 DN vs 39.0 DN uncorrected. VALID OVER DN [58, 234] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",40.656516,39.049114,58.0,234.0,141.5,153.5,10,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 6-in, acquired 2018-08-07)",snoh,15.2,2018_snoh_6in_rgbi.tif
2018s,B,0.909799,20.021595,2020s,21.905067,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2018s band B onto 2020s. Spine RMS residual 21.9 DN vs 23.7 DN uncorrected. VALID OVER DN [67, 233] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",36.581659,23.741665,67.0,233.0,136.5,139.5,10,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 6-in, acquired 2018-08-07)",snoh,15.2,2018_snoh_6in_rgbi.tif
2018s,N,1.033453,-23.426289,2019s,24.428744,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2018s band N onto 2019s. Spine RMS residual 24.4 DN vs 31.1 DN uncorrected. VALID OVER DN [40, 225] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",50.290518,31.131442,40.0,225.0,136.5,101.0,10,ols,neg_parking+school_k12,"Snohomish Co. (HXIP 6-in, acquired 2018-08-07)",snoh,15.2,2018_snoh_6in_rgbi.tif
2019,R,0.760288,49.341356,2020s,14.248536,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019 band R onto 2020s. Spine RMS residual 14.2 DN vs 24.6 DN uncorrected. VALID OVER DN [68, 244] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",25.595868,24.576411,68.0,244.0,161.0,160.0,,ols,neg_parking+school_k12,King County,king,10.0,2019_king_rgb.tif
2019,G,0.772278,46.023032,2020s,15.159201,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019 band G onto 2020s. Spine RMS residual 15.2 DN vs 24.6 DN uncorrected. VALID OVER DN [61, 242] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",28.283864,24.589971,61.0,242.0,154.0,153.5,,ols,neg_parking+school_k12,King County,king,10.0,2019_king_rgb.tif
2019,B,0.918848,17.064203,2020s,3.664195,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019 band B onto 2020s. Spine RMS residual 3.7 DN vs 8.4 DN uncorrected. VALID OVER DN [59, 227] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",6.488231,8.436034,59.0,227.0,137.5,139.5,,ols,neg_parking+school_k12,King County,king,10.0,2019_king_rgb.tif
2019n,R,0.734980,69.733525,2020s,17.326493,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019n band R onto 2020s. Spine RMS residual 17.3 DN vs 42.3 DN uncorrected. VALID OVER DN [47, 217] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",29.252453,42.308392,47.0,217.0,141.0,160.0,2,ols,neg_parking+school_k12,NAIP (acquired 2019-10-11),naip,60.0,2019_naip_60cm_rgbi.tif
2019n,G,0.868700,38.863430,2020s,18.087178,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019n band G onto 2020s. Spine RMS residual 18.1 DN vs 28.1 DN uncorrected. VALID OVER DN [65, 217] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",31.590168,28.101008,65.0,217.0,147.5,153.5,2,ols,neg_parking+school_k12,NAIP (acquired 2019-10-11),naip,60.0,2019_naip_60cm_rgbi.tif
2019n,B,1.071911,-9.213629,2020s,8.906409,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019n band B onto 2020s. Spine RMS residual 8.9 DN vs 9.8 DN uncorrected. VALID OVER DN [80, 215] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",15.422459,9.831921,80.0,215.0,144.5,139.5,2,ols,neg_parking+school_k12,NAIP (acquired 2019-10-11),naip,60.0,2019_naip_60cm_rgbi.tif
2019n,N,1.004862,-5.047823,2019s,3.075209,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019n band N onto 2019s. Spine RMS residual 3.1 DN vs 5.5 DN uncorrected. VALID OVER DN [27, 208] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",4.036457,5.461990,27.0,208.0,109.0,101.0,2,ols,neg_parking+school_k12,NAIP (acquired 2019-10-11),naip,60.0,2019_naip_60cm_rgbi.tif
2019s,R,0.774785,77.925204,2020s,18.141217,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019s band R onto 2020s. Spine RMS residual 18.1 DN vs 56.5 DN uncorrected. VALID OVER DN [32, 196] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",29.182529,56.531702,32.0,196.0,126.5,160.0,3,ols,neg_parking+school_k12,Snohomish Co. (HXIP),snoh,30.5,2019_snoh_1ft_rgbi.tif
2019s,G,0.888465,52.312357,2020s,20.458079,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019s band G onto 2020s. Spine RMS residual 20.5 DN vs 43.9 DN uncorrected. VALID OVER DN [47, 195] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",32.710520,43.927971,47.0,195.0,135.0,153.5,3,ols,neg_parking+school_k12,Snohomish Co. (HXIP),snoh,30.5,2019_snoh_1ft_rgbi.tif
2019s,B,1.117570,4.206014,2020s,12.441172,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2019s band B onto 2020s. Spine RMS residual 12.4 DN vs 23.8 DN uncorrected. VALID OVER DN [62, 193] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",26.019814,23.790755,62.0,193.0,132.0,139.5,3,ols,neg_parking+school_k12,Snohomish Co. (HXIP),snoh,30.5,2019_snoh_1ft_rgbi.tif
2019s,N,1.000000,0.000000,2019s,0.000000,2,6,,IDENTITY - 2019s is the N reference,0.000000,0.000000,23.0,208.0,101.0,101.0,3,ols,neg_parking+school_k12,Snohomish Co. (HXIP),snoh,30.5,2019_snoh_1ft_rgbi.tif
2020,R,1.013372,-2.426457,2020s,0.553490,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2020 band R onto 2020s. Spine RMS residual 0.6 DN vs 0.9 DN uncorrected. VALID OVER DN [91, 237] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",0.790353,0.912871,91.0,237.0,160.0,160.0,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2020_coe_rgb.tif
2020,G,1.011925,-2.288978,2020s,1.063129,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2020 band G onto 2020s. Spine RMS residual 1.1 DN vs 1.3 DN uncorrected. VALID OVER DN [82, 235] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",1.714923,1.290994,82.0,235.0,153.5,153.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2020_coe_rgb.tif
2020,B,1.003519,-0.688096,2020s,0.654768,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2020 band B onto 2020s. Spine RMS residual 0.7 DN vs 0.7 DN uncorrected. VALID OVER DN [74, 223] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",1.096687,0.707107,74.0,223.0,139.5,139.5,,ols,neg_parking+school_k12,City of Edmonds,coe,5.0,2020_coe_rgb.tif
2020s,R,1.000000,0.000000,2020s,0.000000,2,6,,IDENTITY - 2020s is the R reference,0.000000,0.000000,89.0,238.0,160.0,160.0,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2020_snoh_3in_rgb.tif
2020s,G,1.000000,0.000000,2020s,0.000000,2,6,,IDENTITY - 2020s is the G reference,0.000000,0.000000,79.0,235.0,153.5,153.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2020_snoh_3in_rgb.tif
2020s,B,1.000000,0.000000,2020s,0.000000,2,6,,IDENTITY - 2020s is the B reference,0.000000,0.000000,73.0,224.0,139.5,139.5,,ols,neg_parking+school_k12,Snohomish Co. (EagleView 3-in),snoh,7.6,2020_snoh_3in_rgb.tif
2021,R,0.889782,20.387968,2020s,9.856948,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021 band R onto 2020s. Spine RMS residual 9.9 DN vs 12.0 DN uncorrected. VALID OVER DN [74, 242] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",20.194024,11.986103,74.0,242.0,169.5,160.0,,ols,neg_parking+school_k12,King County,king,10.0,2021_king_rgb.tif
2021,G,0.917883,16.040448,2020s,9.662495,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021 band G onto 2020s. Spine RMS residual 9.7 DN vs 11.2 DN uncorrected. VALID OVER DN [67, 237] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",18.887165,11.187791,67.0,237.0,161.5,153.5,,ols,neg_parking+school_k12,King County,king,10.0,2021_king_rgb.tif
2021,B,0.939212,12.283889,2020s,7.163261,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021 band B onto 2020s. Spine RMS residual 7.2 DN vs 8.8 DN uncorrected. VALID OVER DN [57, 226] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",14.442216,8.841191,57.0,226.0,143.0,139.5,,ols,neg_parking+school_k12,King County,king,10.0,2021_king_rgb.tif
2021n,R,0.635768,90.739875,2020s,21.115183,2,6,,"ols on 6 PIF-masked hardscape quantiles (p5/p50/p95 x 2 spine targets: neg_parking+school_k12; neg_water excluded - sun-glint) mapping 2021n band R onto 2020s. Spine RMS residual 21.1 DN vs 57.9 DN uncorrected. VALID OVER DN [17, 223] - outside that range this is EXTRAPOLATION (see --step validate [4]). Fitted on invariant ground ONLY - says nothing about vegetation, season, vignetting or within-scene gradient (see module header).",33.452075,57.936747,17.0,223.0,135.5,160.0,1,ols,neg_parking+school_k12,NAIP (acquired 2021-07-13),naip,60.0,2021_naip_60cm_rgbi.tif
