job,year,tag,step,state,exit,minutes,detail,ts,host,session
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,evaluate,OK,0,9.3,,2026-09-02 11:45:27,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,VERIFY:train,OK,,,"1113MB, BE21, run_id ok, drive md5 ok (4s)",2026-09-02 11:53:52,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,evaluate,OK,0,25.1,,2026-09-02 11:53:54,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 11:54:45,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:evaluate,OK,,,"8 rows for 2006s/t1_2006s_add05, written 11:53:57",2026-09-02 11:54:45,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,train,OK,0,26.2,,2026-09-02 11:54:47,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 12:19:53,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base_s2,2011s,t1_2011s_base_s2,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_base_s2, written 12:17:25",2026-09-02 12:19:53,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_base_s3,2011s,t1_2011s_base_s3,train,FAIL,1,21.2,,2026-09-02 12:19:56,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY:train,OK,,,"1113MB, BE28, run_id ok, drive md5 ok (263s)",2026-09-02 12:25:59,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,evaluate,OK,0,6.9,,2026-09-02 12:26:00,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY:evaluate,OK,,,"8 rows for 2006s/t1_2006s_add16, written 12:31:51",2026-09-02 12:33:51,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 12:33:54,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,train,OK,0,22.8,,2026-09-02 12:33:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_add05,2011s,t1_2011s_add05,train,OK,0,19.1,,2026-09-02 12:41:59,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY:train,OK,,,"1113MB, BE14, run_id ok, drive md5 ok (5s)",2026-09-02 12:56:58,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,evaluate,OK,0,16.0,,2026-09-02 12:57:02,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_add05,2011s,t1_2011s_add05,VERIFY:train,OK,,,"1113MB, BE6, run_id ok, drive md5 ok (4s)",2026-09-02 13:02:46,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_add05,2011s,t1_2011s_add05,evaluate,OK,0,18.0,,2026-09-02 13:02:48,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY:evaluate,OK,,,"8 rows for 2006s/t1_2006s_in05, written 13:12:49",2026-09-02 13:13:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 13:13:59,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,train,OK,0,20.7,,2026-09-02 13:14:59,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_add05,2011s,t1_2011s_add05,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 13:20:50,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_add05,2011s,t1_2011s_add05,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_add05, written 13:20:31",2026-09-02 13:20:50,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_add16,2011s,t1_2011s_add16,train,FAIL,1,14.2,,2026-09-02 13:20:52,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_in05,2011s,t1_2011s_in05,train,OK,0,27.9,,2026-09-02 13:35:59,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY:train,OK,,,"1113MB, BE27, run_id ok, drive md5 ok (281s)",2026-09-02 13:41:27,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,evaluate,OK,0,16.3,,2026-09-02 13:41:29,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 13:57:51,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,VERIFY:evaluate,OK,,,"8 rows for 2006s/t1_2006s_in16, written 13:56:54",2026-09-02 13:57:51,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,tile,OK,0,22.9,,2026-09-02 13:57:53,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_in05,2011s,t1_2011s_in05,VERIFY:train,OK,,,"1113MB, BE25, run_id ok, drive md5 ok (4s)",2026-09-02 14:04:55,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_in05,2011s,t1_2011s_in05,evaluate,OK,0,35.8,,2026-09-02 14:04:57,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,VERIFY:tile,OK,,,"281 tiles indexed; probed 20 paths, 0 missing",2026-09-02 14:20:48,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,train,OK,0,20.1,,2026-09-02 14:20:48,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_in05,2011s,t1_2011s_in05,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 14:40:49,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_in05,2011s,t1_2011s_in05,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_in05, written 14:40:16",2026-09-02 14:40:49,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_in16,2011s,t1_2011s_in16,train,FAIL,1,21.3,,2026-09-02 14:40:51,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,VERIFY:train,OK,,,"1113MB, BE18, run_id ok, drive md5 ok (4s)",2026-09-02 14:41:04,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,evaluate,OK,0,17.9,,2026-09-02 14:41:05,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,VERIFY,OK,,,"steps subset ['labels', 'tile', 'train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 14:58:59,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor05,2011s,t1_2011s_cor05,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_cor05, written 14:58:34",2026-09-02 14:58:59,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,GUARD:runtag,GUARD_UNVERIFIED,,,"no live beacons in /content/drive/MyDrive/treedata/phase4/logs (55 heartbeat file(s), all stale or unreadable)",2026-09-02 14:59:36,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,labels,OK,0,13.9,,2026-09-02 14:59:55,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor02,2011s,t1_2011s_cor02,train,OK,0,0.4,,2026-09-02 15:02:22,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_cor02,2011s,t1_2011s_cor02,VERIFY:train,MISSING,,,no sem_best_2011s_t1_2011s_cor02.pt,2026-09-02 15:03:37,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2016_base,2016,t1_2016_base,train,FAIL,1,18.4,,2026-09-02 15:03:42,9cdd4cd38abf,t1gpuB
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,VERIFY:labels,OK,,,citywide: labels step is skipped by design,2026-09-02 15:13:56,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,tile,OK,0,29.1,,2026-09-02 15:13:56,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,VERIFY:tile,OK,,,"281 tiles indexed; probed 20 paths, 0 missing",2026-09-02 15:43:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,train,OK,0,23.9,,2026-09-02 15:43:57,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,VERIFY:train,OK,,,"1113MB, BE28, run_id ok, drive md5 ok (105s)",2026-09-02 16:09:47,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,evaluate,OK,0,22.2,,2026-09-02 16:09:49,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,VERIFY:evaluate,OK,,,"2 rows for 2011s/t1_2011s_cor10, written 16:31:08",2026-09-02 16:32:50,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2011s_cor10,2011s,t1_2011s_cor10,VERIFY,OK,,,"steps subset ['labels', 'tile', 'train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 16:32:53,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2020_add16,2020,t1_2020_add16,train,FAIL,1,22.3,,2026-09-02 16:32:55,cbfc39c6b32b,t1gpuA
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,train,OK,0,26.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_base/train] exit=0  elapsed 26.9 min""; ts=run_id-stamp@phase4_semantic_finetune_train_2006s_2026-09-02T18-41.log",2026-09-02 18:15:03,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:train,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""1113MB, BE23, run_id ok, drive md5 ok (277s)""; ts=engine-completed@phase4_semantic_finetune_train_2006s_2026-09-02T18-41.log",2026-09-02 18:41:40,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,evaluate,OK,0,9.3,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_base/evaluate] exit=0  elapsed 9.3 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2006s_2026-09-02T18-55.log",2026-09-02 18:46:43,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record""; ts=engine-completed@phase4_semantic_finetune_evaluate_2006s_2026-09-02T18-55.log",2026-09-02 18:55:55,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:evaluate,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""8 rows for 2006s/t1_2006s_base, written 18:55:35""; ts=engine-completed@phase4_semantic_finetune_evaluate_2006s_2026-09-02T18-55.log",2026-09-02 18:55:55,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,train,OK,0,32.8,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add05/train] exit=0  elapsed 32.8 min""; ts=run_id-stamp@phase4_semantic_finetune_train_2006s_2026-09-02T19-28.log",2026-09-02 18:56:04,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:train,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""1113MB, BE29, run_id ok, drive md5 ok (526s)""; ts=engine-completed@phase4_semantic_finetune_train_2006s_2026-09-02T19-28.log",2026-09-02 19:28:48,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,evaluate,OK,0,11.1,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_add05/evaluate] exit=0  elapsed 11.1 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2006s_2026-09-02T19-48.log",2026-09-02 19:37:52,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record""; ts=engine-completed@phase4_semantic_finetune_evaluate_2006s_2026-09-02T19-48.log",2026-09-02 19:48:01,,
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:evaluate,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T180915Z.log verdict verbatim: ""8 rows for 2006s/t1_2006s_add05, written 19:47:49""; ts=engine-completed@phase4_semantic_finetune_evaluate_2006s_2026-09-02T19-48.log",2026-09-02 19:48:01,,
tier1_science_sample_t1_2011s_cor02,2011s,t1_2011s_cor02,train,OK,0,2.2,,2026-09-02 20:03:47,a151c0467079,t1gpuD
tier1_science_sample_t1_2011s_cor02,2011s,t1_2011s_cor02,VERIFY:train,MISSING,,,no sem_best_2011s_t1_2011s_cor02.pt,2026-09-02 20:07:54,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in05,2016,t1_2016_in05,train,OK,0,27.6,,2026-09-02 20:07:58,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in05,2016,t1_2016_in05,VERIFY:train,OK,,,"1113MB, BE9, run_id ok, drive md5 ok (5s)",2026-09-02 20:35:47,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in05,2016,t1_2016_in05,evaluate,OK,0,3.8,,2026-09-02 20:35:48,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in05,2016,t1_2016_in05,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 20:39:38,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in05,2016,t1_2016_in05,VERIFY:evaluate,OK,,,"2 rows for 2016/t1_2016_in05, written 20:38:03",2026-09-02 20:39:38,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in16,2016,t1_2016_in16,train,OK,0,31.2,,2026-09-02 20:39:38,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in16,2016,t1_2016_in16,VERIFY:train,OK,,,"1113MB, BE23, run_id ok, drive md5 ok (400s)",2026-09-02 21:17:40,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in16,2016,t1_2016_in16,evaluate,OK,0,2.2,,2026-09-02 21:17:42,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in16,2016,t1_2016_in16,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 21:19:58,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_in16,2016,t1_2016_in16,VERIFY:evaluate,OK,,,"2 rows for 2016/t1_2016_in16, written 21:19:37",2026-09-02 21:19:58,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_nir,2016,t1_2016_nir,train,OK,0,29.5,,2026-09-02 21:19:58,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_nir,2016,t1_2016_nir,VERIFY:train,OK,,,"1113MB, BE22, run_id ok, drive md5 ok (4s)",2026-09-02 21:49:41,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_nir,2016,t1_2016_nir,evaluate,OK,0,2.0,,2026-09-02 21:49:43,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_nir,2016,t1_2016_nir,VERIFY,OK,,,"steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record",2026-09-02 21:51:43,a151c0467079,t1gpuD
tier1_science_sample_t1_2016_nir,2016,t1_2016_nir,VERIFY:evaluate,OK,,,"2 rows for 2016/t1_2016_nir, written 21:51:06",2026-09-02 21:51:43,a151c0467079,t1gpuD
tier1_science_sample_t1_2020_base,2020,t1_2020_base,train,OK,0,37.3,,2026-09-02 21:51:46,a151c0467079,t1gpuD
tier1_science_sample_t1_2020_base,2020,t1_2020_base,VERIFY:train,UNVERIFIED,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""773MB, AE15, run_id ok, DRIVE HOLDS DIFFERENT BYTES: mount md5 ac2cc913, drive absent after 602s — this VM is reading a file the lake does not have""; ts=engine-completed@phase4_semantic_finetune_train_2020_2026-09-02T22-28.log",2026-09-02 22:28:55,,
tier1_science_sample_t1_2020_base,2020,t1_2020_base,evaluate,OK,0,4.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_base/evaluate] exit=0  elapsed 4.2 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2020_2026-09-02T22-45.log",2026-09-02 22:41:44,,
tier1_science_sample_t1_2020_base,2020,t1_2020_base,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record""; ts=engine-completed@phase4_semantic_finetune_evaluate_2020_2026-09-02T22-45.log",2026-09-02 22:45:48,,
tier1_science_sample_t1_2020_base,2020,t1_2020_base,VERIFY:evaluate,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""2 rows for 2020/t1_2020_base, written 22:44:58""; ts=engine-completed@phase4_semantic_finetune_evaluate_2020_2026-09-02T22-45.log",2026-09-02 22:45:48,,
tier1_science_sample_t1_2020_add05,2020,t1_2020_add05,train,OK,0,34.0,"RECOVERED-FROM-LOGS(ts=completed-minutes): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_add05/train] exit=0  elapsed 34.0 min""; ts=engine-completed-minus-minutes@phase4_semantic_finetune_train_2020_2026-09-02T23-19.log",2026-09-02 22:45:52,,
tier1_science_sample_t1_2020_add05,2020,t1_2020_add05,VERIFY:train,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""773MB, AE13, run_id ok, drive md5 ok (6s)""; ts=engine-completed@phase4_semantic_finetune_train_2020_2026-09-02T23-19.log",2026-09-02 23:19:52,,
tier1_science_sample_t1_2020_add05,2020,t1_2020_add05,evaluate,OK,0,2.9,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_add05/evaluate] exit=0  elapsed 2.9 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2020_2026-09-02T23-23.log",2026-09-02 23:20:56,,
tier1_science_sample_t1_2020_add05,2020,t1_2020_add05,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""steps subset ['train', 'evaluate'] — no prob raster expected; per-step verifies are the record""; ts=engine-completed@phase4_semantic_finetune_evaluate_2020_2026-09-02T23-23.log",2026-09-02 23:23:45,,
tier1_science_sample_t1_2020_add05,2020,t1_2020_add05,VERIFY:evaluate,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""2 rows for 2020/t1_2020_add05, written 23:22:53""; ts=engine-completed@phase4_semantic_finetune_evaluate_2020_2026-09-02T23-23.log",2026-09-02 23:23:45,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,labels,OK,0,15.1,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_in05/labels] exit=0  elapsed 15.1 min""; ts=run_id-stamp@phase4_semantic_finetune_labels_2020_2026-09-02T23-37.log",2026-09-02 23:23:51,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,VERIFY:labels,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""citywide: labels step is skipped by design""; ts=engine-completed@phase4_semantic_finetune_labels_2020_2026-09-02T23-37.log",2026-09-02 23:37:58,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,tile,OK,0,29.7,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_in05/tile] exit=0  elapsed 29.7 min""; ts=run_id-stamp@phase4_semantic_finetune_tile_2020_2026-09-03T00-08.log",2026-09-02 23:38:59,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,VERIFY:tile,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""631 tiles indexed; probed 20 paths, 0 missing""; ts=engine-completed@phase4_semantic_finetune_tile_2020_2026-09-03T00-08.log",2026-09-03 00:08:34,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,train,OK,0,33.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_in05/train] exit=0  elapsed 33.2 min""; ts=run_id-stamp@phase4_semantic_finetune_train_2020_2026-09-03T00-41.log",2026-09-03 00:08:44,,
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,inference,OK,0,5.0,,2026-09-03 00:19:56,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY,OK,,,10MB valid=15.4% maxprob=0.791 p99.9=0.736 [2369x1687 sample],2026-09-03 00:24:58,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_base,2006s,t1_2006s_base,VERIFY:inference,OK,,,10MB valid=15.4% maxprob=0.791 p99.9=0.736 [2369x1687 sample],2026-09-03 00:24:58,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,inference,OK,0,4.0,,2026-09-03 00:25:02,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY,OK,,,11MB valid=15.4% maxprob=0.811 p99.9=0.760 [2369x1687 sample],2026-09-03 00:29:01,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add05,2006s,t1_2006s_add05,VERIFY:inference,OK,,,11MB valid=15.4% maxprob=0.811 p99.9=0.760 [2369x1687 sample],2026-09-03 00:29:01,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,inference,OK,0,2.9,,2026-09-03 00:29:54,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY,WEAK_CALIBRATION,,,7MB valid=15.4% maxprob=0.547 p99.9=0.512 [2369x1687 sample],2026-09-03 00:32:55,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_add16,2006s,t1_2006s_add16,VERIFY:inference,WEAK_CALIBRATION,,,7MB valid=15.4% maxprob=0.547 p99.9=0.512 [2369x1687 sample],2026-09-03 00:32:55,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,inference,OK,0,8.0,,2026-09-03 00:32:59,bfb6c24dcb56,t1gpuE
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260903T001427Z.log verdict verbatim: ""10MB valid=15.4% maxprob=0.803 p99.9=0.740 [2369x1687 sample]""; ts=engine-completed@phase4_semantic_finetune_inference_2006s_2026-09-03T00-40.log",2026-09-03 00:40:56,,
tier1_science_sample_t1_2006s_in05,2006s,t1_2006s_in05,VERIFY:inference,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260903T001427Z.log verdict verbatim: ""10MB valid=15.4% maxprob=0.803 p99.9=0.740 [2369x1687 sample]""; ts=engine-completed@phase4_semantic_finetune_inference_2006s_2026-09-03T00-40.log",2026-09-03 00:40:56,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,VERIFY:train,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""773MB, AE19, run_id ok, drive md5 ok (5s)""; ts=engine-completed@phase4_semantic_finetune_train_2020_2026-09-03T00-41.log",2026-09-03 00:41:37,,
tier1_science_sample_t1_2006s_in16,2006s,t1_2006s_in16,inference,OK,0,3.2,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260903T001427Z.log outcome verbatim: ""[tier1_science_sample_t1_2006s_in16/inference] exit=0  elapsed 3.2 min""; ts=run_id-stamp@phase4_semantic_finetune_inference_2006s_2026-09-03T00-44.log",2026-09-03 00:41:51,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,evaluate,OK,0,1.8,"RECOVERED-FROM-LOGS(ts=start): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log outcome verbatim: ""[tier1_science_sample_t1_2020_in05/evaluate] exit=0  elapsed 1.8 min""; ts=run_id-stamp@phase4_semantic_finetune_evaluate_2020_2026-09-03T00-43.log",2026-09-03 00:42:09,,
tier1_science_sample_t1_2020_in05,2020,t1_2020_in05,VERIFY,OK,,,"RECOVERED-FROM-LOGS(ts=completed): train_queue_nohup_queue_tier1_science_sample_20260902T195556Z.log verdict verbatim: ""steps subset ['labels', 'tile', 'train', 'evaluate'] — no prob raster expected; per-step verifies are the record""; ts=engine-completed@phase4_semantic_finetune_evaluate_2020_2026-09-03T00-43.log",2026-09-03 00:43:51,,
