row_id,ref,ref_scheme,mode,source,state,reason,attempts_written,wall_seconds,traceback,started_at,message
L100,10.1016/j.rse.2018.02.046,doi,hunt,bban,blocked,403,25,45.8,0,2026-09-24T17:22:17Z,
L101,10.1016/j.rse.2018.12.013,doi,hunt,bban,blocked,403,25,41.11,0,2026-09-24T17:23:03Z,
L102,10.1016/j.rse.2020.112244,doi,hunt,bban,blocked,403,25,46.16,0,2026-09-24T17:23:44Z,
L103,10.1016/j.scitotenv.2017.08.103,doi,hunt,bban,blocked,403,25,40.38,0,2026-09-24T17:24:30Z,
L104,10.1016/j.ufug.2013.07.003,doi,hunt,bban,blocked,403,25,39.88,0,2026-09-24T17:25:11Z,
L105,10.1016/j.ufug.2016.03.001,doi,hunt,bban,blocked,403,25,76.69,0,2026-09-24T17:25:51Z,
L106,10.1016/j.ufug.2016.08.011,doi,hunt,bban,blocked,403,25,74.64,0,2026-09-24T17:27:08Z,
L107,10.1016/s0167-5877(03)00103-x,doi,hunt,bban,blocked,403,25,96.76,0,2026-09-24T17:28:23Z,
L108,10.1038/s41586-020-2824-5,doi,hunt,bban,blocked,challenge,25,147.01,0,2026-09-24T17:30:00Z,
L109,10.1038/s41598-017-07200-0,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,5.44,0,2026-09-24T17:32:27Z,
L110,10.1045/september2002-hickey,doi,hunt,bban,held,not-acquired,24,33.7,0,2026-09-24T17:32:32Z,
L111,10.1061/40794(179)45,doi,hunt,bban,blocked,403,25,60.19,0,2026-09-24T17:33:06Z,
L112,10.1080/01431160903131018,doi,hunt,bban,blocked,403,25,77.05,0,2026-09-24T17:34:06Z,
L113,10.1080/01431161.2010.494184,doi,hunt,bban,blocked,403,25,88.0,0,2026-09-24T17:35:24Z,
L114,10.1080/01431161.2010.541950,doi,hunt,bban,blocked,403,25,79.34,0,2026-09-24T17:36:52Z,
L115,10.1080/01431161.2011.552923,doi,hunt,bban,bound-unextracted,fresh-bound,19,18.72,0,2026-09-24T17:38:11Z,
L116,10.1080/01431161.2014.930207,doi,hunt,bban,blocked,403,25,74.67,0,2026-09-24T17:38:30Z,
L117,10.1080/01431161.2020.1731002,doi,hunt,bban,blocked,403,25,92.53,0,2026-09-24T17:39:45Z,
L118,10.1080/02664763.2020.1753025,doi,hunt,bban,blocked,403,25,263.83,0,2026-09-24T17:41:17Z,
L119,10.1080/15481603.2016.1235009,doi,hunt,bban,blocked,403,25,30.28,0,2026-09-24T17:45:41Z,
L120,10.1080/1747423x.2017.1338768,doi,hunt,bban,bound-unextracted,fresh-bound,10,6.83,0,2026-09-24T17:46:12Z,
L121,10.1080/17538947.2020.1729878,doi,hunt,bban,bound-unextracted,fresh-bound,10,15.47,0,2026-09-24T17:46:19Z,
L122,10.1080/2150704x.2013.798708,doi,hunt,bban,blocked,403,25,35.73,0,2026-09-24T17:46:34Z,
L123,10.1080/22797254.2017.1387505,doi,hunt,bban,blocked,403,25,35.95,0,2026-09-24T17:47:10Z,
L124,10.1093/forestscience/13.1.72,doi,hunt,bban,blocked,403,25,34.74,0,2026-09-24T17:47:46Z,
L125,10.1097/00001648-200005000-00016,doi,hunt,bban,api-error,route-raised,25,40.8,0,2026-09-24T17:48:21Z,
L126,10.1109/cvpr.2019.00753,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,17,3.59,0,2026-09-24T17:49:02Z,
L127,10.1109/cvpr42600.2020.00414,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,17,4.41,0,2026-09-24T17:49:06Z,
L128,10.1109/iccv48922.2021.00681,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,3.81,0,2026-09-24T17:49:10Z,
L129,10.1109/iccvw54120.2021.00125,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,4.58,0,2026-09-24T17:49:14Z,
L130,10.1109/ijcnn48605.2020.9207304,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,5.86,0,2026-09-24T17:49:19Z,
L131,10.1109/jcdl.2017.7991564,doi,hunt,bban,blocked,403,25,77.55,0,2026-09-24T17:49:25Z,
L132,10.1109/jstsp.2011.2139193,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,6.86,0,2026-09-24T17:50:42Z,
L133,10.1109/tac.2004.834121,doi,hunt,bban,blocked,challenge,27,181.89,0,2026-09-24T17:50:49Z,
L134,10.1109/tip.2008.2001404,doi,hunt,bban,bound-unextracted,fresh-bound,10,12.78,0,2026-09-24T17:53:51Z,
L135,10.1109/tmi.2017.2665165,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,10,12.73,0,2026-09-24T17:54:04Z,
L136,10.1111/2041-210x.13472,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,19,47.88,0,2026-09-24T17:54:17Z,
L137,10.1117/1.jrs.14.034501,doi,hunt,bban,bound-unextracted,fresh-bound,15,12.44,0,2026-09-24T17:55:05Z,
L138,10.1371/journal.pone.0054776,doi,hunt,bban,bound-unextracted,fresh-bound,10,4.56,0,2026-09-24T17:55:18Z,
L139,10.1371/journal.pone.0065808,doi,hunt,bban,bound-unextracted,fresh-bound,10,4.38,0,2026-09-24T17:55:23Z,
L140,10.1371/journal.pone.0077231,doi,hunt,bban,bound-unextracted,fresh-bound,10,4.91,0,2026-09-24T17:55:27Z,
L141,10.14358/pers.71.9.1037,doi,hunt,bban,blocked,403,25,141.58,0,2026-09-24T17:55:32Z,
L142,10.14358/pers.82.9.711,doi,hunt,bban,blocked,403,25,32.94,0,2026-09-24T17:57:54Z,
L143,10.14778/3229863.3229867,doi,hunt,bban,blocked,403,25,26.28,0,2026-09-24T17:58:27Z,
L144,10.18653/v1/p18-1031,doi,hunt,bban,bound-unextracted,fresh-bound,10,4.51,0,2026-09-24T17:58:53Z,
L145,10.32614/rj-2016-014,doi,hunt,bban,bound-unextracted,fresh-bound,10,4.59,0,2026-09-24T17:58:58Z,
L146,10.3389/fonc.2021.704850,doi,hunt,bban,bound-unextracted,fresh-bound,10,8.67,0,2026-09-24T17:59:03Z,
L147,10.3390/ijgi6100292,doi,hunt,bban,blocked,403,25,40.0,0,2026-09-24T17:59:12Z,
L148,10.3390/rs10040581,doi,hunt,bban,bound-unextracted,fresh-bound,19,28.98,0,2026-09-24T17:59:52Z,
L149,10.3390/rs11111309,doi,hunt,bban;crosswalk,bound-unextracted,fresh-bound,19,22.94,0,2026-09-24T18:00:21Z,
L150,10.3390/rs12091505,doi,hunt,bban,bound-unextracted,fresh-bound,19,24.41,0,2026-09-24T18:00:44Z,
L151,10.3390/rs12223815,doi,hunt,bban,bound-unextracted,fresh-bound,19,19.36,0,2026-09-24T18:01:08Z,
L152,10.3390/rs13091749,doi,hunt,bban,bound-unextracted,fresh-bound,19,21.19,0,2026-09-24T18:01:28Z,
L153,10.3390/rs13091789,doi,hunt,bban,bound-unextracted,fresh-bound,19,25.34,0,2026-09-24T18:01:49Z,
L154,10.3390/rs13245084,doi,hunt,bban,bound-unextracted,fresh-bound,19,21.33,0,2026-09-24T18:02:15Z,
L155,10.3390/rs2092240,doi,hunt,bban,bound-unextracted,fresh-bound,20,62.81,0,2026-09-24T18:02:36Z,
L156,10.3390/rs2102369,doi,hunt,bban,bound-unextracted,fresh-bound,20,66.02,0,2026-09-24T18:03:39Z,
L157,10.3390/s17102427,doi,hunt,bban,bound-unextracted,fresh-bound,19,32.33,0,2026-09-24T18:04:46Z,
L158,10.3390/s20195500,doi,hunt,bban,bound-unextracted,fresh-bound,19,25.03,0,2026-09-24T18:05:18Z,
L159,10.48044/jauf.2013.009,doi,hunt,bban,bound-unextracted,fresh-bound,10,6.14,0,2026-09-24T18:05:43Z,
L160,10.48044/jauf.2020.005,doi,hunt,bban,bound-unextracted,fresh-bound,10,8.89,0,2026-09-24T18:05:50Z,
L161,10.48550/arxiv.2002.06048,doi,hunt,bban,bound-unextracted,fresh-bound,10,6.05,0,2026-09-24T18:05:59Z,
L162,10.48550/arxiv.2004.05745,doi,hunt,bban,bound-unextracted,fresh-bound,10,3.92,0,2026-09-24T18:06:05Z,
L163,10.5194/isprs-annals-v-2-2020-845-2020,doi,hunt,bban,bound-unextracted,fresh-bound,10,42.38,0,2026-09-24T18:06:09Z,
L164,10.5194/isprsannals-i-7-129-2012,doi,hunt,bban,bound-unextracted,fresh-bound,10,5.47,0,2026-09-24T18:06:51Z,
L165,10.5194/isprsarchives-xl-3-67-2014,doi,hunt,bban,held,not-acquired,25,53.88,0,2026-09-24T18:06:57Z,
L166,10.64000/hg7jm-xyk95,doi,hunt,bban;crosswalk,blocked,challenge,25,74.36,0,2026-09-24T18:07:51Z,
L167,10.31235/osf.io/cxp4q,doi,hunt,preprint-archive-miss,blocked,challenge,24,39.17,0,2026-09-24T18:09:05Z,
L168,10.48550/arxiv.0710.3980,doi,measure,preprint-archive-miss,measured,measured,24,31.48,0,2026-09-24T18:09:45Z,"[[""eartharxiv"", ""no-oa-copy""], [""publisher-url"", ""skipped""], [""open_access"", ""measured""], [""opencitations"", ""unresolved""], [""crossref-link"", ""unresolved""], [""openalex"", ""no-oa-copy""], [""doaj"", ""unresolved""], [""openaire"", ""blocked""], [""hal"", ""unresolved""], [""osf"", ""skipped""], [""datacite"", ""no-oa-copy""], [""zenodo"", ""skipped""], [""figshare"", ""skipped""], [""ncbi-idconv"", ""no-oa-copy""], [""s2"", ""unresolve"
L169,10.48550/arxiv.1407.7644,doi,measure,preprint-archive-miss,measured,measured,24,31.2,0,2026-09-24T18:10:16Z,"[[""eartharxiv"", ""no-oa-copy""], [""publisher-url"", ""skipped""], [""open_access"", ""measured""], [""opencitations"", ""unresolved""], [""crossref-link"", ""unresolved""], [""openalex"", ""no-oa-copy""], [""doaj"", ""unresolved""], [""openaire"", ""no-oa-copy""], [""hal"", ""unresolved""], [""osf"", ""skipped""], [""datacite"", ""no-oa-copy""], [""zenodo"", ""skipped""], [""figshare"", ""skipped""], [""ncbi-idconv"", ""no-oa-copy""], [""s2"", ""unreso"
L170,10.48550/arxiv.1909.10155,doi,measure,preprint-archive-miss,measured,measured,24,29.94,0,2026-09-24T18:10:48Z,"[[""eartharxiv"", ""no-oa-copy""], [""publisher-url"", ""skipped""], [""open_access"", ""measured""], [""opencitations"", ""no-oa-copy""], [""crossref-link"", ""unresolved""], [""openalex"", ""no-oa-copy""], [""doaj"", ""unresolved""], [""openaire"", ""blocked""], [""hal"", ""unresolved""], [""osf"", ""skipped""], [""datacite"", ""no-oa-copy""], [""zenodo"", ""skipped""], [""figshare"", ""skipped""], [""ncbi-idconv"", ""no-oa-copy""], [""s2"", ""unresolve"
L171,10.48550/arxiv.2007.01434,doi,measure,preprint-archive-miss,measured,measured,24,29.77,0,2026-09-24T18:11:18Z,"[[""eartharxiv"", ""no-oa-copy""], [""publisher-url"", ""skipped""], [""open_access"", ""measured""], [""opencitations"", ""no-oa-copy""], [""crossref-link"", ""unresolved""], [""openalex"", ""no-oa-copy""], [""doaj"", ""unresolved""], [""openaire"", ""no-oa-copy""], [""hal"", ""unresolved""], [""osf"", ""skipped""], [""datacite"", ""no-oa-copy""], [""zenodo"", ""skipped""], [""figshare"", ""skipped""], [""ncbi-idconv"", ""no-oa-copy""], [""s2"", ""unreso"
L172,10.1002/rse2.332,doi,hunt,crosswalk,bound-unextracted,already-bound,0,0.12,0,2026-09-24T18:11:48Z,
L173,10.1007/978-3-032-04965-0_8,doi,hunt,crosswalk,blocked,challenge,25,25.86,0,2026-09-24T18:11:48Z,
L174,10.1007/978-3-032-21582-6_2,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,2.08,0,2026-09-24T18:12:14Z,
L175,10.1007/s00521-021-06615-1,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,2.84,0,2026-09-24T18:12:16Z,
L176,10.1007/s10462-024-10922-z,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,13.08,0,2026-09-24T18:12:19Z,
L177,10.1007/s10980-026-02358-3,doi,hunt,crosswalk,blocked,403,25,31.39,0,2026-09-24T18:12:32Z,
L178,10.1007/s11263-024-02141-4,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,9.11,0,2026-09-24T18:13:04Z,
L179,10.1016/j.isprsjprs.2026.05.022,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,9.39,0,2026-09-24T18:13:13Z,
L180,10.1016/j.rse.2023.113888,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,12.7,0,2026-09-24T18:13:22Z,
L181,10.1038/s41559-023-02206-6,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,27.14,0,2026-09-24T18:13:35Z,
L182,10.1038/s41597-025-04655-z,doi,hunt,crosswalk,blocked,403,25,28.39,0,2026-09-24T18:14:02Z,
L183,10.1038/s41598-024-65954-w,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,13.53,0,2026-09-24T18:14:31Z,
L184,10.1109/cvpr52688.2022.00706,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,4.59,0,2026-09-24T18:14:45Z,
L185,10.1109/cvpr52688.2022.00780,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,6.23,0,2026-09-24T18:14:49Z,
L186,10.1109/igarss53475.2024.10642432,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,2.69,0,2026-09-24T18:14:56Z,
L187,10.1109/jstars.2023.3340412,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,18.58,0,2026-09-24T18:14:59Z,
L188,10.1109/jstars.2024.3502461,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,9.95,0,2026-09-24T18:15:17Z,
L189,10.1109/tmi.2026.3679618,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,12.12,0,2026-09-24T18:15:27Z,
L190,10.1109/tpami.2025.3649001,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,17.75,0,2026-09-24T18:15:40Z,
L191,10.1109/wacv51458.2022.00297,doi,hunt,crosswalk,blocked,challenge,25,84.16,0,2026-09-24T18:15:58Z,
L192,10.1186/s12874-024-02432-x,doi,hunt,crosswalk,blocked,403,25,36.55,0,2026-09-24T18:17:22Z,
L193,10.1214/23-aos2276,doi,hunt,crosswalk,bound-unextracted,fresh-bound,17,5.78,0,2026-09-24T18:17:59Z,
L194,10.1214/25-aoas2134,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,3.2,0,2026-09-24T18:18:05Z,
L195,10.3390/rs14081777,doi,hunt,crosswalk,bound-unextracted,fresh-bound,19,31.7,0,2026-09-24T18:18:08Z,
L196,10.48550/arxiv.2203.05482,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,4.06,0,2026-09-24T18:18:40Z,
L197,10.48550/arxiv.2312.07559,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,2.78,0,2026-09-24T18:18:44Z,
L198,10.48550/arxiv.2602.10045,doi,hunt,crosswalk,bound-unextracted,fresh-bound,10,4.78,0,2026-09-24T18:18:47Z,
