date,target_window,known_flight_day,frames_over_city,n_obs,max_sun_elev_deg,R1_primary_run_h,R1_primary_start,R1_primary_end,R1_primary_pass,R2_maxelim_run_h,R2_maxelim_start,R2_maxelim_end,R2_maxelim_pass,R3_lowcloud_run_h,R3_lowcloud_start,R3_lowcloud_end,R3_lowcloud_pass,SPEC_asasked_run_h,SPEC_asasked_start,SPEC_asasked_end,SPEC_asasked_pass,n_rules_passed_of_3,blk_lowcloud_hrs,blk_precip_hrs,blk_vis_hrs,worst_sky_sunhrs,R1_KPAE_run_h,R1_KPAE_pass,R1_KPAE_start,R1_KPAE_end,R1_KSEA_run_h,R1_KSEA_pass,R1_KSEA_start,R1_KSEA_end,R1_KBFI_run_h,R1_KBFI_pass,R1_KBFI_start,R1_KBFI_end,n_stations,n_stations_pass,R1_3station_verdict,R1_unanimous_flyable
2015-02-19,,,,24,30.69,0,,,0,0,,,0,1,09:53,09:53,0,0,,,0,0,6,4,3,BKN700/BKN1100/OVC6000;BKN700/BKN1300/OVC5500;BKN700/OVC5000,0,0,,,1.0,0,14:53,14:53,0.0,0,,,3,0,ELIMINATED,0
2015-02-20,,,,24,31.04,0,,,0,0,,,0,0,,,0,0,,,0,0,6,1,0,BKN600/BKN1000/OVC1400;BKN800/BKN1300/OVC2600;BKN800/OVC1400,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2015-02-21,,2015K,26,24,31.4,14,10:53,23:53,1,14,10:53,23:53,1,14,10:53,23:53,1,2,11:53,12:53,0,3,1,0,1,CLR;FEW1400;FEW8000,14,1,10:53,23:53,13.0,1,11:53,23:53,13.0,1,11:53,23:53,3,3,FLYABLE,1
2015-02-22,,,,24,31.76,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,2,11:53,12:53,0,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,22.0,1,02:53,23:53,3,3,FLYABLE,1
2015-02-23,,,,24,32.12,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,2,11:53,12:53,0,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-02-24,,,,24,32.48,20,00:53,19:53,1,13,00:53,12:53,1,21,00:53,20:53,1,2,11:53,12:53,0,3,0,0,0,BKN11000;CLR;SCT11000,20,1,00:53,19:53,,,,,,,,,1,1,FLYABLE,1
2015-02-25,,,,24,32.86,0,,,0,0,,,0,5,05:53,09:53,1,0,,,0,1,6,2,0,BKN1200/OVC5000;BKN400/BKN2100/OVC6000;FEW400/BKN2400/OVC6000,0,0,,,,,,,,,,,1,0,ELIMINATED,0
2015-02-26,,,,24,33.23,0,,,0,0,,,0,0,,,0,0,,,0,0,6,0,1,BKN3100;BKN800/OVC1800;BKN900/OVC1700,0,0,,,,,,,,,,,1,0,ELIMINATED,0
2015-02-27,,,,24,33.61,0,,,0,0,,,0,10,14:53,23:53,1,0,,,0,1,6,3,1,BKN300/BKN4900/OVC5500;BKN300/OVC3100;BKN300/OVC3300,0,0,,,,,,,,,,,1,0,ELIMINATED,0
2015-02-28,,2015K,111,24,33.99,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-01,,,,24,34.37,21,00:53,20:53,1,14,00:53,13:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR;OVC11000,21,1,00:53,20:53,,,,,,,,,1,1,FLYABLE,1
2015-03-02,,,,24,34.75,16,08:53,23:53,1,16,08:53,23:53,1,16,08:53,23:53,1,4,10:53,13:53,1,3,0,0,0,FEW2300;SCT1700;SCT2300,16,1,08:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-03,,,,24,35.14,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-04,,,,24,35.53,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-05,,,,24,35.92,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-06,,,,24,36.31,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-07,,2015K,348,24,36.7,17,07:53,23:53,1,17,07:53,23:53,1,17,07:53,23:53,1,4,10:53,13:53,1,3,0,0,0,CLR,17,1,07:53,23:53,,,,,,,,,1,1,FLYABLE,1
2015-03-08,,2015K,206,22,37.09,13,03:53,15:53,1,13,03:53,15:53,1,13,03:53,15:53,1,4,11:53,14:53,1,3,0,0,0,CLR,13,1,03:53,15:53,,,,,,,,,1,1,FLYABLE,1
2015-03-09,,,,24,37.49,4,10:53,13:53,1,4,10:53,13:53,1,4,10:53,13:53,1,3,11:53,13:53,1,3,1,0,2,CLR;FEW300;OVC100,4,1,10:53,13:53,,,,,,,,,1,1,FLYABLE,1
2015-03-10,,,,24,37.88,14,10:53,23:53,1,14,10:53,23:53,1,14,10:53,23:53,1,4,11:53,14:53,1,3,1,0,1,BKN300;CLR,14,1,10:53,23:53,,,,,,,,,1,1,FLYABLE,1
2016-08-09,,,,24,57.43,0,,,0,0,,,0,2,15:53,16:53,0,0,,,0,0,10,0,0,BKN1700/OVC4600;BKN2000/OVC5000;BKN3000/OVC3600,0,0,,,,,,,,,,,1,0,ELIMINATED,0
2016-08-10,,,,24,57.14,10,14:53,23:53,1,10,14:53,23:53,1,10,14:53,23:53,1,3,14:53,16:53,1,3,6,0,0,BKN1600/BKN2800/OVC6000;BKN1800;CLR,10,1,14:53,23:53,9.0,1,15:53,23:53,10.0,1,14:53,23:53,3,3,FLYABLE,1
2016-08-11,2016_snoh_rgbi.tif,,,24,56.85,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,3,0,0,CLR;OVC400;OVC600,13,1,11:53,23:53,24.0,1,00:53,23:53,15.0,1,09:53,23:53,3,3,FLYABLE,1
2016-08-12,2016_snoh_rgbi.tif,,,24,56.55,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2016-08-13,,,,24,56.25,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2016-08-14,,,,24,55.95,16,08:53,23:53,1,16,08:53,23:53,1,16,08:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,16,1,08:53,23:53,,,,,,,,,1,1,FLYABLE,1
2017-05-03,,,,24,57.99,8,14:53,21:53,1,8,14:53,21:53,1,8,14:53,21:53,1,3,14:53,16:53,1,3,6,0,3,BKN1600/BKN7500;CLR;OVC1500,8,1,14:53,21:53,,,,,,,,,1,1,FLYABLE,1
2017-05-04,,2017K,16,24,58.28,7,09:53,15:53,1,7,09:53,15:53,1,7,09:53,15:53,1,7,09:53,15:53,1,3,3,2,3,BKN100;CLR;SCT3200/BKN7000/OVC11000,7,1,09:53,15:53,,,,,,,,,1,1,FLYABLE,1
2017-05-05,,,,24,58.56,4,12:53,15:53,1,0,,,0,5,11:53,15:53,1,4,12:53,15:53,1,2,5,1,0,BKN1300;BKN3600/OVC4600;BKN7000/OVC8500,4,1,12:53,15:53,,,,,,,,,1,1,FLYABLE,1
2017-05-06,,2017K,90,24,58.84,11,13:53,23:53,1,11,13:53,23:53,1,11,13:53,23:53,1,4,13:53,16:53,1,3,6,0,0,BKN3400/BKN4700;CLR;FEW4300,11,1,13:53,23:53,,,,,,,,,1,1,FLYABLE,1
2017-05-07,,,,24,59.11,16,08:53,23:53,1,16,08:53,23:53,1,16,08:53,23:53,1,9,08:53,16:53,1,3,1,0,0,BKN1900/OVC2900;CLR;SCT1300,16,1,08:53,23:53,11.0,1,13:53,23:53,10.0,1,14:53,23:53,3,3,FLYABLE,1
2017-05-08,,2017K,48,24,59.38,10,00:53,09:53,1,8,00:53,07:53,1,24,00:53,23:53,1,2,08:53,09:53,0,3,4,0,0,BKN10000;BKN7500/BKN9500/OVC12000;BKN9500,10,1,00:53,09:53,24.0,1,00:53,23:53,13.0,1,00:53,12:53,3,3,FLYABLE,1
2017-05-09,,2017K,192,24,59.65,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2017-05-10,,2017K,364,24,59.91,23,00:53,22:53,1,8,00:53,07:53,1,23,00:53,22:53,1,9,08:53,16:53,1,3,0,0,0,BKN11000;CLR;FEW11000,23,1,00:53,22:53,,,,,,,,,1,1,FLYABLE,1
2017-05-11,,,,24,60.16,3,07:53,09:53,1,1,07:53,07:53,0,4,06:53,09:53,1,2,08:53,09:53,0,2,5,4,0,BKN5500/OVC7000;FEW1900/BKN7000/OVC12000;FEW2100/OVC6500,3,1,07:53,09:53,,,,,,,,,1,1,FLYABLE,1
2019-04-23,,,,24,54.7,0,,,0,0,,,0,0,,,0,0,,,0,0,10,0,2,BKN200/OVC600;BKN300/OVC1300;BKN400/BKN1500/OVC4800,0,0,,,,,,,,,,,1,0,ELIMINATED,0
2019-04-24,,,,24,55.03,12,12:53,23:53,1,12,12:53,23:53,1,12,12:53,23:53,1,5,12:53,16:53,1,3,3,0,0,BKN1900/BKN2500/BKN4800;BKN2100/OVC5000;BKN2900,12,1,12:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-04-25,,2019K,92,24,55.36,24,00:53,23:53,1,21,00:53,20:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-04-26,,,,24,55.69,7,12:53,18:53,1,4,05:53,08:53,1,9,00:53,08:53,1,5,12:53,16:53,1,3,3,0,0,BKN1700;BKN1700/BKN2300;CLR,7,1,12:53,18:53,,,,,,,,,1,1,FLYABLE,1
2019-04-27,,,,24,56.01,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,1,0,0,BKN4700/BKN5500;CLR;FEW2400,13,1,11:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-04-28,,,,24,56.32,11,12:53,22:53,1,11,12:53,22:53,1,12,12:53,23:53,1,5,12:53,16:53,1,3,3,0,0,BKN2200;BKN2300;CLR,11,1,12:53,22:53,,,,,,,,,1,1,FLYABLE,1
2019-04-29,,,,24,56.64,24,00:53,23:53,1,20,04:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR;SCT3000,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-04-30,,2019K,387,24,56.95,24,00:53,23:53,1,19,00:53,18:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-01,,2019K,20,24,57.25,21,00:53,20:53,1,19,00:53,18:53,1,22,00:53,21:53,1,8,09:53,16:53,1,3,0,0,0,CLR;FEW1500;FEW3000,21,1,00:53,20:53,,,,,,,,,1,1,FLYABLE,1
2019-05-02,,,,24,57.55,2,16:53,17:53,0,2,16:53,17:53,0,2,16:53,17:53,0,1,16:53,16:53,0,0,8,0,0,BKN2300/OVC4600;BKN3300/BKN4200/OVC5000;FEW2400/OVC4700,2,0,16:53,17:53,,,,,,,,,1,0,ELIMINATED,0
2019-05-03,,,,24,57.85,9,14:53,22:53,1,9,14:53,22:53,1,9,14:53,22:53,1,3,14:53,16:53,1,3,6,0,0,CLR;OVC3000;OVC3200,9,1,14:53,22:53,,,,,,,,,1,1,FLYABLE,1
2019-05-04,,2019K,160,24,58.14,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-05,,,,24,58.42,22,02:53,23:53,1,22,02:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR;FEW1200,22,1,02:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-06,,2019K,185,24,58.71,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-07,,2019K,332,24,58.98,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-08,,2019K,58,24,59.26,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR;FEW12000,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-09,,,,24,59.52,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-05-10,,,,24,59.79,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-10-08,,,,24,36.2,3,12:53,14:53,1,1,12:53,12:53,0,5,11:53,15:53,1,3,12:53,14:53,1,2,4,1,0,BKN8500;FEW2800/SCT6000;FEW300/SCT2400/BKN3800,3,1,12:53,14:53,,,,,,,,,1,1,FLYABLE,1
2019-10-09,,,,24,35.82,12,12:53,23:53,1,12,12:53,23:53,1,12,12:53,23:53,1,3,12:53,14:53,1,3,3,0,0,BKN700;BKN800;CLR,12,1,12:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-10-10,,,,24,35.45,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,3,11:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-10-11,,2019NAIP,,24,35.07,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,3,11:53,13:53,1,3,0,0,0,CLR,24,1,00:53,23:53,,,,,,,,,1,1,FLYABLE,1
2019-10-12,,,,24,34.7,6,10:53,15:53,1,1,10:53,10:53,0,16,00:53,15:53,1,3,11:53,13:53,1,2,1,0,0,BKN9500;FEW11000;FEW5500/SCT7000/OVC9000,6,1,10:53,15:53,,,,,,,,,1,1,FLYABLE,1
2019-10-13,,,,24,34.32,2,14:53,15:53,0,0,,,0,10,14:53,23:53,1,0,,,0,1,5,0,0,BKN1000;BKN1000/OVC8000;BKN800,2,0,14:53,15:53,,,,,,,,,1,0,ELIMINATED,0
2019-10-14,,,,24,33.95,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,3,11:53,13:53,1,3,2,0,0,CLR;OVC700;OVC800,13,1,11:53,23:53,,,,,,,,,1,1,FLYABLE,1
2020-04-13,2020_coe_rgb.tif,,,24,51.47,24,00:53,23:53,1,21,00:53,20:53,1,24,00:53,23:53,1,7,09:53,15:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-04-14,2020_coe_rgb.tif,,,24,51.83,19,00:53,18:53,1,14,00:53,13:53,1,24,00:53,23:53,1,7,09:53,15:53,1,3,0,0,0,BKN12000;CLR;FEW12000,19,1,00:53,18:53,22.0,1,00:53,21:53,23.0,1,00:53,22:53,3,3,FLYABLE,1
2020-04-15,2020_coe_rgb.tif,,,24,52.19,13,11:53,23:53,1,13,11:53,23:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,3,0,0,BKN1000/OVC2000;BKN1500/OVC2300;BKN2600/BKN3300,13,1,11:53,23:53,12.0,1,12:53,23:53,13.0,1,11:53,23:53,3,3,FLYABLE,1
2020-04-16,2020_coe_rgb.tif,,,24,52.55,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,8,09:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-04-17,2020_coe_rgb.tif,,,22,52.9,12,10:53,21:53,1,9,00:53,08:53,1,12,10:53,21:53,1,7,10:53,16:53,1,3,0,0,0,CLR;OVC9500,12,1,10:53,21:53,24.0,1,00:53,23:53,17.0,1,07:53,23:53,3,3,FLYABLE,1
2020-04-18,2020_coe_rgb.tif,,,18,53.25,1,17:53,17:53,0,1,17:53,17:53,0,1,17:53,17:53,0,0,,,0,0,9,3,2,BKN1600/OVC6500;BKN4000;BKN600/OVC4900,1,0,17:53,17:53,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-04-19,2020_coe_rgb.tif,,,24,53.6,12,12:53,23:53,1,12,12:53,23:53,1,12,12:53,23:53,1,5,12:53,16:53,1,3,4,0,0,BKN2300;CLR;OVC1200,12,1,12:53,23:53,3.0,1,13:53,15:53,8.0,1,16:53,23:53,3,3,FLYABLE,1
2020-04-20,2020_coe_rgb.tif,,,24,53.94,20,00:53,19:53,1,20,00:53,19:53,1,20,00:53,19:53,1,8,09:53,16:53,1,3,0,0,0,CLR,20,1,00:53,19:53,24.0,1,00:53,23:53,17.0,1,07:53,23:53,3,3,FLYABLE,1
2020-04-21,2020_coe_rgb.tif,,,24,54.28,0,,,0,0,,,0,0,,,0,0,,,0,0,10,0,3,BKN3600/OVC4500;BKN600/OVC1100;BKN800/BKN1400/OVC2500,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-04-22,2020_coe_rgb.tif,,,23,54.62,0,,,0,0,,,0,0,,,0,0,,,0,0,9,6,5,BKN2400/BKN3100/OVC6000;BKN800/BKN3000/OVC3600;BKN800/OVC1200,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-04-23,2020_coe_rgb.tif,,,24,54.95,0,,,0,0,,,0,0,,,0,0,,,0,0,10,1,3,BKN1800/BKN2600;BKN1900/OVC4100;BKN2900/OVC5000,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-04-24,2020_coe_rgb.tif,,,23,55.28,3,07:53,09:53,1,2,07:53,08:53,0,5,17:53,21:53,1,1,09:53,09:53,0,2,7,0,0,BKN2000;BKN4200/OVC6000;BKN5000/OVC6000,3,1,07:53,09:53,8.0,1,03:53,10:53,7.0,1,04:53,10:53,3,3,FLYABLE,1
2020-04-25,2020_coe_rgb.tif,,,24,55.61,7,17:53,23:53,1,3,12:53,14:53,1,12,12:53,23:53,1,4,12:53,15:53,1,3,5,1,0,BKN400/OVC6000;BKN5500/OVC7500;BKN700/BKN1400/OVC10000,7,1,17:53,23:53,12.0,1,12:53,23:53,12.0,1,12:53,23:53,3,3,FLYABLE,1
2020-04-26,2020_coe_rgb.tif,,,24,55.93,8,07:53,14:53,1,5,16:53,20:53,1,15,07:53,21:53,1,6,09:53,14:53,1,3,1,0,0,BKN8000;CLR;FEW12000,8,1,07:53,14:53,18.0,1,03:53,20:53,18.0,1,03:53,20:53,3,3,FLYABLE,1
2020-04-27,2020_coe_rgb.tif,,,24,56.25,0,,,0,0,,,0,2,13:53,14:53,0,0,,,0,0,10,2,0,BKN1200;BKN1800;BKN3000/OVC5000,0,0,,,3.0,1,16:53,18:53,4.0,1,10:53,13:53,3,2,FLYABLE,0
2020-04-28,2020_coe_rgb.tif,,,24,56.56,12,05:53,16:53,1,5,05:53,09:53,1,13,05:53,17:53,1,8,09:53,16:53,1,3,1,0,0,BKN8500/OVC11000;CLR;OVC10000,12,1,05:53,16:53,20.0,1,00:53,19:53,20.0,1,00:53,19:53,3,3,FLYABLE,1
2020-04-29,2020_coe_rgb.tif,,,24,56.87,14,00:53,13:53,1,2,09:53,10:53,0,18,00:53,17:53,1,5,09:53,13:53,1,2,2,0,0,BKN10000;BKN10000/BKN11000;BKN5500/OVC9500,14,1,00:53,13:53,15.0,1,00:53,14:53,15.0,1,00:53,14:53,3,3,FLYABLE,1
2020-04-30,2020_coe_rgb.tif,,,24,57.18,4,06:53,09:53,1,4,06:53,09:53,1,4,06:53,09:53,1,1,09:53,09:53,0,3,6,0,0,BKN3200/BKN3900/BKN4700;BKN3700/OVC8000;BKN3900/BKN4700/BKN5500,4,1,06:53,09:53,8.0,1,04:53,11:53,9.0,1,01:53,09:53,3,3,FLYABLE,1
2020-05-01,2020_coe_rgb.tif,,,24,57.48,19,01:53,19:53,1,13,01:53,13:53,1,23,01:53,23:53,1,8,09:53,16:53,1,3,0,0,0,BKN12000;CLR;OVC10000,19,1,01:53,19:53,16.0,1,00:53,15:53,18.0,1,01:53,18:53,3,3,FLYABLE,1
2020-05-02,2020_coe_rgb.tif,,,24,57.78,2,16:53,17:53,0,1,17:53,17:53,0,2,16:53,17:53,0,1,16:53,16:53,0,0,8,7,4,BKN7500/OVC9500;CLR;FEW5000/OVC6500,2,0,16:53,17:53,0.0,0,,,1.0,0,16:53,16:53,3,0,ELIMINATED,0
2020-05-03,2020_coe_rgb.tif,,,24,58.07,0,,,0,0,,,0,1,14:53,14:53,0,0,,,0,0,10,3,2,BKN1800;BKN4200/BKN4900/OVC6000;BKN4400/OVC6000,0,0,,,4.0,1,14:53,17:53,5.0,1,13:53,17:53,3,2,FLYABLE,0
2020-05-04,2020_coe_rgb.tif,,,24,58.36,23,00:53,22:53,1,12,00:53,11:53,1,23,00:53,22:53,1,8,09:53,16:53,1,3,0,0,0,BKN11000;CLR;FEW11000,23,1,00:53,22:53,21.0,1,00:53,20:53,22.0,1,00:53,21:53,3,3,FLYABLE,1
2020-05-05,2020_coe_rgb.tif,,,23,58.64,5,12:53,16:53,1,2,12:53,13:53,0,13,07:53,19:53,1,5,12:53,16:53,1,2,4,0,0,BKN8000;BKN8500;CLR,5,1,12:53,16:53,7.0,1,11:53,17:53,9.0,1,11:53,19:53,3,3,FLYABLE,1
2020-05-06,2020_coe_rgb.tif,,,24,58.92,1,08:53,08:53,0,1,08:53,08:53,0,9,15:53,23:53,1,1,08:53,08:53,0,1,9,2,0,BKN3700/BKN4300;BKN6500/BKN8000;FEW1800/SCT5500,1,0,08:53,08:53,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-05-07,2020_coe_rgb.tif,,,24,59.19,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,23.0,1,01:53,23:53,23.0,1,01:53,23:53,3,3,FLYABLE,1
2020-05-08,2020_coe_rgb.tif,,,24,59.46,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-09,2020_coe_rgb.tif,,,24,59.72,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-10,2020_coe_rgb.tif,,,24,59.98,24,00:53,23:53,1,24,00:53,23:53,1,24,00:53,23:53,1,9,08:53,16:53,1,3,0,0,0,CLR,24,1,00:53,23:53,24.0,1,00:53,23:53,24.0,1,00:53,23:53,3,3,FLYABLE,1
2020-05-11,2020_coe_rgb.tif,,,24,60.23,17,00:53,16:53,1,16,00:53,15:53,1,17,00:53,16:53,1,9,08:53,16:53,1,3,0,1,0,BKN9000/OVC11000;CLR;OVC10000,17,1,00:53,16:53,17.0,1,00:53,16:53,18.0,1,00:53,17:53,3,3,FLYABLE,1
2020-05-12,2020_coe_rgb.tif,,,24,60.48,3,06:53,08:53,1,3,06:53,08:53,1,9,06:53,14:53,1,3,12:53,14:53,1,3,5,0,0,BKN11000;FEW2900/BKN7000/BKN10000;FEW3400/SCT7000/OVC9500,3,1,06:53,08:53,3.0,1,13:53,15:53,3.0,1,13:53,15:53,3,3,FLYABLE,1
2020-05-13,2020_coe_rgb.tif,,,24,60.73,7,08:53,14:53,1,5,10:53,14:53,1,18,06:53,23:53,1,7,08:53,14:53,1,3,3,0,0,BKN5500;BKN6000;FEW2100/BKN9500,7,1,08:53,14:53,10.0,1,07:53,16:53,7.0,1,07:53,13:53,3,3,FLYABLE,1
2020-05-14,2020_coe_rgb.tif,,,24,60.96,3,17:53,19:53,1,3,17:53,19:53,1,9,14:53,22:53,1,0,,,0,3,10,3,2,BKN600/BKN1500/OVC3300;BKN6000;BKN6500,3,1,17:53,19:53,6.0,1,13:53,18:53,4.0,1,12:53,15:53,3,3,FLYABLE,1
2020-05-15,2020_coe_rgb.tif,,,24,61.19,6,11:53,16:53,1,6,11:53,16:53,1,13,11:53,23:53,1,6,11:53,16:53,1,3,5,0,0,BKN1700/OVC2200;BKN500/BKN4100/OVC6000;BKN5500,6,1,11:53,16:53,15.0,1,09:53,23:53,8.0,1,16:53,23:53,3,3,FLYABLE,1
2020-05-16,2020_coe_rgb.tif,,,24,61.42,0,,,0,1,18:53,18:53,0,10,00:53,09:53,1,0,,,0,1,11,7,0,FEW5500/BKN8000/OVC9500;OVC6000;OVC6500,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-05-17,2020_coe_rgb.tif,,,24,61.64,8,16:53,23:53,1,8,16:53,23:53,1,9,15:53,23:53,1,1,16:53,16:53,0,3,9,0,0,BKN5000/OVC6000;BKN7500/BKN9000;BKN800/BKN1600/OVC8000,8,1,16:53,23:53,10.0,1,14:53,23:53,1.0,0,15:53,15:53,3,2,FLYABLE,0
2020-05-18,2020_coe_rgb.tif,,,24,61.86,12,10:53,21:53,1,12,10:53,21:53,1,14,10:53,23:53,1,7,10:53,16:53,1,3,3,0,0,BKN500;CLR;OVC500,12,1,10:53,21:53,15.0,1,09:53,23:53,12.0,1,09:53,20:53,3,3,FLYABLE,1
2020-05-19,2020_coe_rgb.tif,,,24,62.07,1,15:53,15:53,0,1,15:53,15:53,0,1,15:53,15:53,0,1,15:53,15:53,0,0,10,0,0,BKN1700/OVC2400;BKN3800;BKN5000,1,0,15:53,15:53,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-05-20,2020_coe_rgb.tif,,,24,62.27,0,,,0,0,,,0,0,,,0,0,,,0,0,11,1,3,BKN1500/OVC2600;FEW1400/OVC2000;FEW800/SCT2200/OVC3100,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
2020-05-21,2020_coe_rgb.tif,,,24,62.47,3,16:53,18:53,1,1,17:53,17:53,0,4,15:53,18:53,1,1,10:53,10:53,0,2,8,5,1,BKN2300/BKN3700/OVC5500;BKN4700/OVC5500;BKN500/BKN2200/OVC3200,3,1,16:53,18:53,0.0,0,,,0.0,0,,,3,1,FLYABLE,0
2020-05-22,2020_coe_rgb.tif,,,24,62.66,0,,,0,0,,,0,2,08:53,09:53,0,0,,,0,0,11,0,0,BKN2200;BKN3300/BKN4200;FEW1000/BKN6500,0,0,,,0.0,0,,,0.0,0,,,3,0,ELIMINATED,0
