arm,citing_work_key,ref_key,title,state,doi,source,ratio,reason,seconds
confirmed,Conley_1999_gmm-estimation-cross-sectional,b1,Advanced Econometrics,unresolved,,,,best=semanticscholar:0.78:-,4.308
confirmed,Conley_1999_gmm-estimation-cross-sectional,b4,Economic growth in a cross section of countries,unresolved,,,,best=crossref:1.00:10.3386/w3120,1.722
confirmed,Conley_1999_gmm-estimation-cross-sectional,b8,"Economic distance, spillovers, and growth",unresolved,,,,best=crossref:0.66:10.4337/9781782543190.00009,2.918
confirmed,Conley_1999_gmm-estimation-cross-sectional,b9,Spatial patterns in labor markets: Malaysian development,unresolved,,,,best=crossref:0.57:10.37473/dac/10.1038/s41467-021-22086-3,3.039
confirmed,Conley_1999_gmm-estimation-cross-sectional,b10,Statistics for Spatial Data,unresolved,,,,best=crossref:1.00:10.1002/9781119115151.ch1,2.963
confirmed,Conley_1999_gmm-estimation-cross-sectional,b11,An Introduction to the Theory of Point Processes,unresolved,,,,best=semanticscholar:1.00:10.1007/978-0-387-49835-5,3.064
confirmed,Conley_1999_gmm-estimation-cross-sectional,b12,Spatial correlations in panel data,unresolved,,,,best=crossref:1.00:10.1596/1813-9450-1553,2.915
confirmed,Conley_1999_gmm-estimation-cross-sectional,b13,Spatial correlations and cross-country regressions,unresolved,,,,best=crossref:0.65:10.1111/j.1753-0237.2010.00177.x,3.064
confirmed,Conley_1999_gmm-estimation-cross-sectional,b15,Estimation d'un Champ par Pseudo-Vraisemblance Conditionnelle: Etude Asymptotic et Application au Cas Markovien,unresolved,,,,best=crossref:0.51:10.70675/85015a76zbfacz48bez8ba4z4c04b6a77553,2.893
confirmed,Conley_1999_gmm-estimation-cross-sectional,b16,On the nonparametric estimation of covariance functions,unresolved,,,,best=crossref:1.00:10.1214/aos/1176325774,3.097
confirmed,Conley_1999_gmm-estimation-cross-sectional,b19,Lecture notes on large sample theory,unresolved,,,,best=crossref:0.69:10.1007/978-1-4612-2660-4_4,2.993
confirmed,Conley_1999_gmm-estimation-cross-sectional,b20,Econometric evaluation of asset pricing models,unresolved,,,,best=crossref:1.00:10.2139/ssrn.5360147,3.017
confirmed,Conley_1999_gmm-estimation-cross-sectional,b21,Independent and Stationary Sequences of Random Variables,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.002
confirmed,Conley_1999_gmm-estimation-cross-sectional,b22,Particulate pollution trends in the 1980's. Columbia University,unresolved,,,,best=crossref:0.55:10.24124/2005/bpgub314,2.954
confirmed,Conley_1999_gmm-estimation-cross-sectional,b23,A generalized moments estimator for the autoregressive parameter in a spatial model,unresolved,,,,best=crossref:1.00:10.1111/1468-2354.00027,3.007
confirmed,Conley_1999_gmm-estimation-cross-sectional,b24,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Conley_1999_gmm-estimation-cross-sectional,b26,"Large Sample Estimation and Hypothesis Testing, Handbook of Econometrics",unresolved,,,,best=crossref:0.72:10.1016/s1573-4412(05)80005-4,3.005
confirmed,Conley_1999_gmm-estimation-cross-sectional,b27,"A simple, positive semi-de""nite, heteroskedasticity and autocorrelation consistent covariance matrix",ambiguous,,crossref,0.9848,2 distinct works accepted at crossref,0.002
confirmed,Conley_1999_gmm-estimation-cross-sectional,b28,Spectral Analysis and Time Series vols. I and II,unresolved,,,,best=crossref:0.53:10.2307/j.ctv14jx6sm.9,5.541
confirmed,Conley_1999_gmm-estimation-cross-sectional,b29,International patterns in growth: I. Persistence in Cross-country Disparities. Working paper,unresolved,,,,best=crossref:0.60:10.21642/gtap.wp34,0.419
confirmed,Conley_1999_gmm-estimation-cross-sectional,b31,"Wages, rent, and the quality of life",resolved,10.1086/261120,semanticscholar,0.9855,via=semanticscholar; ratio=0.99; year=1982,0.001
confirmed,Conley_1999_gmm-estimation-cross-sectional,b34,Asymptotic Theory for Econometricians,unresolved,,,,best=crossref:1.00:10.1016/c2009-0-21869-1,3.061
confirmed,Guo_2018_redeveloping-urban-forest-effect,b1,Urban Morphology Drives the Homogenization of Tree Cover,unresolved,,,0.7832167832167832,"doi_title_contained (ratio 0.78 < 0.85; registry title 'Urban Morphology Drives the Homogenization of Tree Cover in Baltimore,'; contained 8 words, 0.64 of the longer)",0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b2,"Trees in relation to design, demolition and construction -Recommendations",unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Guo_2018_redeveloping-urban-forest-effect,b5,Tending their urban forest: Residents' motivations for tree planting and removal. Urban Forestry and Urban Greening,unresolved,,,0.8167539267015707,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Tending their urban forest: Residents’ motivations for tree planting a'; contained 11 words, 0.70 of the longer)",0.002
confirmed,Guo_2018_redeveloping-urban-forest-effect,b9,The R book,unresolved,,,,best=semanticscholar:1.00:10.1002/9780470515075,2.916
confirmed,Guo_2018_redeveloping-urban-forest-effect,b13,ArcGIS desktop,unresolved,,,,best=crossref:0.65:10.46927/pasisiguri,3.094
confirmed,Guo_2018_redeveloping-urban-forest-effect,b14,Best Management Practices (BMP) -Managing Trees During Construction,unresolved,,,,best=crossref:0.45:10.7717/peerj.7093/fig-1,2.997
confirmed,Guo_2018_redeveloping-urban-forest-effect,b21,An introduction to statistical learning,resolved,10.1007/978-1-4614-7138-7,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2013,0.002
confirmed,Guo_2018_redeveloping-urban-forest-effect,b23,"Drivers of diversity and tree cover in gardens, parks and streetscapes in an Australian city. Urban Forestry and Urban G",unresolved,,,0.8425925925925926,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Drivers of diversity and tree cover in gardens, parks and streetscapes'; contained 15 words, 0.73 of the longer)",0.0
confirmed,Guo_2018_redeveloping-urban-forest-effect,b26,"Factors influencing long-term street tree survival in Milwaukee, WI, USA. Urban Forestry and Urban Greening",unresolved,,,0.8045977011494253,"doi_title_contained (ratio 0.80 < 0.85; registry title 'Factors influencing long-term street tree survival in Milwaukee, WI, U'; contained 11 words, 0.67 of the longer)",0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b27,Spatiotemporal patterns of tree canopy cover and socioeconomics in Melbourne. Urban Forestry and Urban Greening,unresolved,,,0.8172043010752689,"doi_title_contained (ratio 0.82 < 0.85; registry title 'Spatiotemporal patterns of tree canopy cover and socioeconomics in Mel'; contained 10 words, 0.69 of the longer)",0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b28,Spatial and Temporal Patterns Associated with Permitted Tree Removal,unresolved,,,0.8395061728395061,"doi_title_contained (ratio 0.84 < 0.85; registry title 'Spatial and Temporal Patterns Associated with Permitted Tree Removal i'; contained 9 words, 0.72 of the longer)",0.0
confirmed,Guo_2018_redeveloping-urban-forest-effect,b33,Million trees Los Angeles canopy cover and benefit assessment. Landscape and Urban Planning,unresolved,,,0.8079470198675497,"doi_title_contained (ratio 0.81 < 0.85; registry title 'Million trees Los Angeles canopy cover and benefit assessment'; contained 9 words, 0.68 of the longer)",0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b34,rpart. plot: Plot rpart Models. An Enhanced Version of plot.rpart. R package Morgenroth,unresolved,,,,best=crossref:0.86:10.32614/cran.package.rpart.plot,3.01
confirmed,Guo_2018_redeveloping-urban-forest-effect,b37,A Guideline for Tree and Bush Protection on Development Sites,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Guo_2018_redeveloping-urban-forest-effect,b39,Tree and impervious cover change in U.S. cities. Urban Forestry and Urban Greening,unresolved,,,0.7301587301587301,doi_title_mismatch (ratio 0.73 < 0.85; registry title 'Tree and impervious cover change in U.S. cities'),0.0
confirmed,Guo_2018_redeveloping-urban-forest-effect,b47,R: A language and environment for statistical computing,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b52,The re-emergence of indigenous forest in an urban environment,unresolved,,,0.8299319727891157,"doi_title_contained (ratio 0.83 < 0.85; registry title 'The re-emergence of indigenous forest in an urban environment, Christc'; contained 10 words, 0.71 of the longer)",0.001
confirmed,Guo_2018_redeveloping-urban-forest-effect,b54,rpart: Recursive Partitioning and Regression Trees. R package version,unresolved,,,,best=crossref:0.84:10.32614/cran.package.rpart,2.92
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b1,An analysis of the effects of temperature and humidity on a variety of drawing media,unresolved,,,,best=crossref:0.36:10.3998/mpub.14477325.cmp.118,3.031
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b2,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b3,Methods of spatial analysis based on error in categorical maps,unresolved,,,,best=crossref:0.59:10.1201/b12612-12,2.982
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b4,Topological principles in cartography: Proceedings AUTO-CARTO II,unresolved,,,,best=crossref:0.28:10.1559/152304005775194809,3.059
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b6,Statistical methods for rates and proportions,unresolved,,semanticscholar,1.0,"type_mismatch (10.2307/2529186; the reference is a book, publisher 'John Wiley'; crossref says journal-article in 'Biometrics')",0.001
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b7,"Ordnance Survey maps; a descriptive manual, Southampton""! Ordnance Survey ~~",unresolved,,,,best=crossref:0.75:10.2307/1796510,3.069
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b8,Specifications for Land Use and Land Cover and Associated Maps: Open File Number 77-555,unresolved,,,,best=crossref:0.84:10.3133/ofr77555,2.925
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b9,"GIRAS, a geographic information retrieval and analysis system for handling land use and land cover data: U.S. Geological",unresolved,,,,best=crossref:0.83:10.3133/pp1059,2.948
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b10,On epsilon length,unresolved,,,,best=crossref:0.34:10.1021/acs.nanolett.8b04182.s001,5.354
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b11,On the length of empirical curves: Discussion paper 10,unresolved,,,,best=crossref:0.47:10.21034/dp.75,0.663
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b12,A theory of the cartographic line,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b13,A current view of the National Map Accuracy Standards: Surveying and Mapping,unresolved,,,,best=crossref:0.63:10.4135/9781412953962.n141,3.058
confirmed,Chrisman_1982_theory-cartographic-error-measurement,b14,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b14,Comparison of a screening test and a reference test in epidemiologic studies. I Indices of agreement and their relations,unresolved,,semanticscholar,0.9851,crossref_title_ratio (10.1093/oxfordjournals.aje.a120609; ratio 0.72 < 0.85; crossref title 'COMPARISON OF A SCREENING TEST AND A REFERENCE TEST IN EPIDEMIOLOGIC S'),0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b17,Land cover mapping of large areas from satellites: Status and research priorities,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b18,What is land cover? Environment and Planning B,unresolved,,,,best=crossref:0.57:10.1068/b31135,2.917
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b19,Using spatial auto-correlation analysis to explore the errors in maps generated from remotely sensed data,unresolved,,semanticscholar,0.9952,s2_candidate_has_no_doi (nothing to confirm),0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b21,Assessing the accuracy of remotely sensed data: Principles and practices,unresolved,,,,best=semanticscholar:1.00:10.1201/9781420048568,3.06
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b23,Carbon emissions from tropical deforestation and regrowth based on satellite observations for the 1980s and,unresolved,,,,best=crossref:0.97:10.1073/pnas.182560099,3.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b25,Latent class analysis of human herpesvirus 8 assay performance and infection prevalence in sub-saharan Africa and Malta,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b31,Status of land cover classification accuracy assessment. Remote Sensing of Environment,unresolved,,,,best=crossref:0.79:10.1016/s0034-4257(01)00295-4,2.926
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b38,Comparison of a screening test and a reference test in epidemiologic studies: II a probabilistic model for the compariso,unresolved,,semanticscholar,1.0,crossref_title_ratio (10.1093/oxfordjournals.aje.a120610; ratio 0.70 < 0.85; crossref title 'COMPARISON OF A SCREENING TEST AND A REFERENCE TEST IN EPIDEMIOLOGIC S'),0.003
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b41,Diagnostic test analyses in search of their gold standard: latent class analysis with random effects,ambiguous,,crossref,0.9899,2 distinct works accepted at crossref,0.001
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b43,Some issues in resolution of diagnostic tests using an imperfect gold standard,unresolved,,,,best=crossref:1.00:10.1002/sim.819.abs,18.572
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b46,Evaluation of diagnostic tests without gold standards,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b52,Accuracy assessment of remote sensing-derived change detection,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b54,Measuring the accuracy of species distribution models: a review,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b58,Latent class models,ambiguous,,semanticscholar,1.0,"edition_mismatch (10.1016/b978-0-08-044894-7.01340-3; same title, shared authorship, crossref 2010 vs reference 2004 — a sibling edition, not this one)",0.001
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b72,A model for evaluating sensitivity and specificity for correlated diagnostic tests in efficacy studies with an imperfect,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b76,The use of latent class analysis in medical diagnosis,ambiguous,,semanticscholar,1.0,"edition_mismatch (10.1142/9789814329804_0014; same title, shared authorship, crossref 2011 vs reference 2002 — a sibling edition, not this one)",0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b82,"Sensitivity, specificity and predictive value",unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.002
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b87,Global Land Cover Validation: Recommendations for Evaluation and Accuracy Assessment of Global Land Cover Maps,unresolved,,,,best=crossref:0.51:10.4095/220024,2.755
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b90,Land cover,unresolved,,,,best=semanticscholar:0.74:10.1201/9780203741917-19,3.114
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b91,Remote-sensing for mapping and monitoring land-cover and land-use change-An introduction,resolved,10.1016/s0305-9006(03)00064-3,semanticscholar,0.9886,via=semanticscholar; ratio=0.99; year=2004,0.003
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b100,Log-linear models for event histories,unresolved,,,,best=crossref:1.00:10.1080/00401706.1998.10485510,2.945
confirmed,Foody_2010_assessing-accuracy-land-cover-change,b103,Classification algorithms-Where next?,unresolved,,,,best=crossref:0.49:10.1017/cbo9780511574931.024,3.015
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b0,On a method of describing complete parameter fields,unresolved,,,,best=crossref:0.55:10.1061/41064(358)268,4.667
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b1,An Introduction to Stochastic Processes,unresolved,,,,best=semanticscholar:1.00:10.1142/14898,1.502
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b2,Inference and stochastic processes,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b3,A further note on nearest neighbour models,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b4,Physical nearest-neighbour models and non-linear time series,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b5,Two-dimensional nearest-neighbour systems and their ecological applications,unresolved,,,,best=crossref:0.62:10.1007/978-3-642-79917-4_9,2.787
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b6,The statistical analysis of spatial pattern,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b7,Correlation properties of some nearest-neighbour models,unresolved,,,,best=crossref:0.57:10.2139/ssrn.7276484,3.077
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b8,Relation of the variability of yields of fruit trees to the accuracy of field trials,unresolved,,,,best=crossref:0.60:10.3733/hilg.v07n02p081,16.488
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b10,On the correlation structure of some two-dimensional stationary processes,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b11,On the statistical analysis ofnearest-neighbour systems,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b12,On the distinction between the conditional probability and the joint probability approaches in the specification of near,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.002
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b13,Point density in stems per acre,unresolved,,,,best=crossref:0.63:10.4324/9780080575469-10,1.065
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b14,An application of the Poisson distribution,resolved,10.1017/s0020268100035435,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1946,0.002
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b16,Analysis of Binary Data,unresolved,,,,best=crossref:1.00:10.1007/springerreference_60769,2.278
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b17,The analysis of multivariate binary data,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b18,An Introduction to Probability Theory and its Applications,unresolved,,,,best=semanticscholar:1.00:10.2307/1526422,2.996
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b19,Spread of disease in a rectangular plantation with vacancies,ambiguous,,crossref,0.9917,2 distinct works accepted at crossref,0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b20,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b21,"Quantitative Plant Ecology, 2nd ed",unresolved,,,,best=crossref:0.88:10.1093/forestscience/4.2.127,3.022
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b23,Markov fields on finite graphs and lattices,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b24,Exact tests for serial correlation,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b25,An exact test for correlation between time series,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b26,The Advanced Theory of Statistics,unresolved,,,,best=semanticscholar:1.00:10.1038/152431a0,4.347
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b27,Chaines doubles de Markoff et fonctions aleatoires de deux variables,unresolved,,,,best=crossref:0.53:10.1515/dema-1978-0421,1.646
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b28,"Statistical study of the distribution of scattered villages in two regions of the Tonami plain, Toyami prefecture",unresolved,,,,best=crossref:0.65:10.4157/grj.7.459,3.026
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b30,A mathematical model for the estimation of interplant competition,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b31,Measurement of competition between individual plants in a population,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b32,Models for interplant competition in irregularly distributed populations,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b33,The experimental error of field trials,resolved,10.1017/s002185960000160x,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=1911,0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b34,A Gaussian Markovian process on a square lattice,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b35,Necessary conditions for Markovian processes on a lattice,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b37,Estimation methods for models of spatial interaction,unresolved,,,,best=semanticscholar:1.00:10.1080/01621459.1975.10480272,4.252
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b38,Transportation Networks and the Irish Economy,unresolved,,,,best=crossref:0.41:10.1002/9781394188789.ch8,1.768
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b39,The goodness of fit of frequency distributions obtained from stochastic processes,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b40,Principles of Regression Analysis,unresolved,,,,best=semanticscholar:1.00:-,5.002
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b41,Generalised Gibbs states and Markov random fields,unresolved,,,,best=crossref:0.86:10.1017/cbo9780511897122.002,0.924
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b43,On the foundations of combinatorial theory,unresolved,,,,best=semanticscholar:1.00:10.1007/978-0-8176-4842-8_25,2.998
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b46,On stationary processes in the plane,unresolved,,,,best=crossref:1.00:10.2307/2333459,3.024
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b47,Stochasticprocesses in severaldimensions,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Besag_1974_spatial-interaction-statistical-analysis,b48,Experimental designs for serially correlated observations,ambiguous,,crossref,1.0,2 distinct works accepted at crossref,0.001
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b1,Development of a 2001 National Land Cover Database for the United States,resolved,10.14358/pers.70.7.829,semanticscholar,1.0,via=semanticscholar; ratio=1.00; year=2004,0.001
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b2,Completion of the 2001 National Land Cover Database for the Coterminous United States,unresolved,,,,best=crossref:0.57:10.3133/70046118,2.995
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b3,A strategy for estimating tree canopy density using Landsat 7 ETM+ and high-resolution images over large areas,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b5,Understanding the structure of urban forests,unresolved,,,,best=crossref:1.00:10.1201/b21179-11,4.914
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b7,R: a language and environment for statistical computing,unresolved,,,,best=crossref:1.00:10.32614/r.manuals,1.047
confirmed,Walton_2008_difficulties-estimating-city-wide-urban,b8,An investigation of national tree canopy assessments applied to urban forestry,unresolved,,,,best=crossref:0.43:10.1016/j.ufug.2024.128331,3.064
confirmed,Page_1954_continuous-inspection-schemes,b0,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b1,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b2,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b3,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b4,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b5,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b6,Proc. Camb,unresolved,,,,best=arxiv:0.20:10.48550/arXiv.1410.7767,2.954
confirmed,Page_1954_continuous-inspection-schemes,b7,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b8,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b9,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b10,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b11,Quality Control and Industrial Statistics,unresolved,,,,best=crossref:1.00:10.2307/2347108,3.043
confirmed,Page_1954_continuous-inspection-schemes,b12,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b13,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b14,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b15,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b16,Proc. Camb,unresolved,,,,best=arxiv:0.20:10.48550/arXiv.1410.7767,0.013
confirmed,Page_1954_continuous-inspection-schemes,b17,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b18,Poisson's Exponential Binomial Limit,unresolved,,,,best=semanticscholar:1.00:10.2307/2980378,2.919
confirmed,Page_1954_continuous-inspection-schemes,b19,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b20,Economic Control of Quality of Manufactured Product,unresolved,,,,best=crossref:1.00:10.1002/j.1538-7305.1930.tb00373.x,0.001
confirmed,Page_1954_continuous-inspection-schemes,b21,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b22,Sequential Analysis,unresolved,,,,best=semanticscholar:1.00:10.4135/9781412961288.n412,3.041
confirmed,Page_1954_continuous-inspection-schemes,b23,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Page_1954_continuous-inspection-schemes,b24,,unresolved,,,,no_title_or_author (nothing to search on),0.0
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b1,Regeneration of tropical forests: physiological responses of pioneer and secondary species,unresolved,,,,best=crossref:0.61:10.1007/978-3-540-71793-5_5,2.95
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b5,Wind turbulence generated by vegetation and its implications,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b8,The role of disturbance in the regeneration of Neotropical moist forests,unresolved,,,,best=crossref:0.39:10.1201/b16536-6,3.096
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b11,The influence of edge effects and forest fragmentation on leaf litter invertebrates in central Amazonia,unresolved,,,,best=crossref:0.56:10.1016/s0006-3207(99)00079-8,2.872
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b16,Edge-related changes in environment and plant responses due to forest fragmentation in central Amazonia,unresolved,,,,best=crossref:0.49:10.1016/j.foreco.2016.08.002,3.083
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b24,Edge and other effects of isolation on Amazon forest fragments,unresolved,,semanticscholar,1.0,s2_candidate_has_no_doi (nothing to confirm),0.001
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b25,The theory of island biogeography,unresolved,,,,best=semanticscholar:1.00:10.2307/2790,48.304
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b29,Increasing turnover through time in tropical forests,unresolved,,,,best=crossref:1.00:10.1126/science.263.5149.954,48.415
confirmed,Laurance_1998_rain-forest-fragmentation-dynamics,b31,Preliminary results of a large-scale inventory of upland rain forest in the central Amazon,unresolved,,,,best=crossref:0.97:10.1590/1809-43921992224534; skipped=arxiv (rate-limited),0.001
